level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
5	1	15	0	29	0	124.50	421.84	46.44	9.00	100	42000-42499
4	1	15	0	30	0	124.500000	433.340000	46.440000	9.000000	-1	###LINE###
5	1	15	0	30	0	124.50	433.34	46.44	9.00	100	42500-42699
4	1	15	0	31	0	124.500000	440.840000	46.440000	9.000000	-1	###LINE###
5	1	15	0	31	0	124.50	440.84	46.44	9.00	100	42700-42799
4	1	15	0	32	0	124.500000	448.340000	46.440000	9.000000	-1	###LINE###
5	1	15	0	32	0	124.50	448.34	46.44	9.00	100	42800-42999
4	1	15	0	33	0	124.500000	455.840000	46.440000	9.000000	-1	###LINE###
5	1	15	0	33	0	124.50	455.84	46.44	9.00	100	43000-45999
4	1	15	0	34	0	124.500000	463.340000	46.440000	9.000000	-1	###LINE###
5	1	15	0	34	0	124.50	463.34	46.44	9.00	100	46000-46699
4	1	15	0	35	0	124.500000	470.840000	46.440000	9.000000	-1	###LINE###
5	1	15	0	35	0	124.50	470.84	46.44	9.00	100	46700-46899
3	1	16	0	0	0	180.500000	188.340000	10.125000	291.500000	-1	###FLOW###
4	1	16	0	0	0	180.500000	188.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	0	0	180.50	188.34	4.36	9.00	100	4
4	1	16	0	1	0	180.500000	195.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	1	0	180.50	195.84	4.36	9.00	100	5
4	1	16	0	2	0	180.500000	203.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	2	0	180.50	203.34	4.36	9.00	100	4
4	1	16	0	3	0	180.500000	210.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	3	0	180.50	210.84	4.36	9.00	100	5
4	1	16	0	4	0	180.500000	218.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	4	0	180.50	218.34	4.36	9.00	100	4
4	1	16	0	5	0	180.500000	225.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	5	0	180.50	225.84	4.36	9.00	100	5
4	1	16	0	6	0	180.500000	237.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	6	0	180.50	237.34	4.36	9.00	100	6
4	1	16	0	7	0	180.500000	244.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	7	0	180.50	244.84	4.36	9.00	100	5
4	1	16	0	8	0	180.500000	252.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	8	0	180.50	252.34	4.36	9.00	100	6
4	1	16	0	9	0	180.500000	259.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	9	0	180.50	259.84	4.36	9.00	100	5
4	1	16	0	10	0	180.500000	267.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	10	0	180.50	267.34	4.36	9.00	100	6
4	1	16	0	11	0	180.500000	274.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	11	0	180.50	274.84	4.36	9.00	100	5
4	1	16	0	12	0	180.500000	286.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	12	0	180.50	286.34	4.36	9.00	100	6
4	1	16	0	13	0	180.500000	293.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	13	0	180.50	293.84	4.36	9.00	100	5
4	1	16	0	14	0	180.500000	301.340000	10.125000	9.000000	-1	###LINE###
5	1	16	0	14	0	180.50	301.34	10.13	9.00	100	NA
4	1	16	0	15	0	180.500000	308.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	15	0	180.50	308.84	4.36	9.00	100	6
4	1	16	0	16	0	180.500000	316.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	16	0	180.50	316.34	4.36	9.00	100	5
4	1	16	0	17	0	180.500000	323.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	17	0	180.50	323.84	4.36	9.00	100	6
4	1	16	0	18	0	180.500000	335.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	18	0	180.50	335.34	4.36	9.00	100	5
4	1	16	0	19	0	180.500000	342.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	19	0	180.50	342.84	4.36	9.00	100	4
4	1	16	0	20	0	180.500000	350.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	20	0	180.50	350.34	4.36	9.00	100	5
4	1	16	0	21	0	180.500000	357.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	21	0	180.50	357.84	4.36	9.00	100	6
4	1	16	0	22	0	180.500000	365.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	22	0	180.50	365.34	4.36	9.00	100	5
4	1	16	0	23	0	180.500000	372.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	23	0	180.50	372.84	4.36	9.00	100	6
4	1	16	0	24	0	180.500000	384.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	24	0	180.50	384.34	4.36	9.00	100	5
4	1	16	0	25	0	180.500000	391.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	25	0	180.50	391.84	4.36	9.00	100	6
4	1	16	0	26	0	180.500000	399.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	26	0	180.50	399.34	4.36	9.00	100	5
4	1	16	0	27	0	180.500000	406.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	27	0	180.50	406.84	4.36	9.00	100	4
4	1	16	0	28	0	180.500000	414.340000	10.125000	9.000000	-1	###LINE###
5	1	16	0	28	0	180.50	414.34	10.13	9.00	100	NA
4	1	16	0	29	0	180.500000	421.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	29	0	180.50	421.84	4.36	9.00	100	5
4	1	16	0	30	0	180.500000	433.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	30	0	180.50	433.34	4.36	9.00	100	4
4	1	16	0	31	0	180.500000	440.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	31	0	180.50	440.84	4.36	9.00	100	5
4	1	16	0	32	0	180.500000	448.340000	10.125000	9.000000	-1	###LINE###
5	1	16	0	32	0	180.50	448.34	10.13	9.00	100	NA
4	1	16	0	33	0	180.500000	455.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	33	0	180.50	455.84	4.36	9.00	100	4
4	1	16	0	34	0	180.500000	463.340000	4.356000	9.000000	-1	###LINE###
5	1	16	0	34	0	180.50	463.34	4.36	9.00	100	5
4	1	16	0	35	0	180.500000	470.840000	4.356000	9.000000	-1	###LINE###
5	1	16	0	35	0	180.50	470.84	4.36	9.00	100	4
3	1	17	0	0	0	202.500000	188.340000	46.440000	291.500000	-1	###FLOW###
4	1	17	0	0	0	202.500000	188.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	0	0	202.50	188.34	46.44	9.00	100	46900-46999
4	1	17	0	1	0	202.500000	195.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	1	0	202.50	195.84	46.44	9.00	100	47000-47099
4	1	17	0	2	0	202.500000	203.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	2	0	202.50	203.34	46.44	9.00	100	47100-47299
4	1	17	0	3	0	202.500000	210.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	3	0	202.50	210.84	46.44	9.00	100	47300-47399
4	1	17	0	4	0	202.500000	218.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	4	0	202.50	218.34	46.44	9.00	100	47400-47999
4	1	17	0	5	0	202.500000	225.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	5	0	202.50	225.84	46.44	9.00	100	48000-49699
4	1	17	0	6	0	202.500000	237.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	6	0	202.50	237.34	46.44	9.00	100	49700-50499
4	1	17	0	7	0	202.500000	244.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	7	0	202.50	244.84	46.44	9.00	100	50500-50599
4	1	17	0	8	0	202.500000	252.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	8	0	202.50	252.34	46.44	9.00	100	50600-50799
4	1	17	0	9	0	202.500000	259.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	9	0	202.50	259.84	46.44	9.00	100	50800-50899
4	1	17	0	10	0	202.500000	267.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	10	0	202.50	267.34	46.44	9.00	100	50900-50999
4	1	17	0	11	0	202.500000	274.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	11	0	202.50	274.84	46.44	9.00	100	51000-51699
4	1	17	0	12	0	202.500000	286.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	12	0	202.50	286.34	46.44	9.00	100	51700-51999
4	1	17	0	13	0	202.500000	293.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	13	0	202.50	293.84	46.44	9.00	100	52000-55999
4	1	17	0	14	0	202.500000	301.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	14	0	202.50	301.34	46.44	9.00	100	56000-57699
4	1	17	0	15	0	202.500000	308.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	15	0	202.50	308.84	46.44	9.00	100	57700-57799
4	1	17	0	16	0	202.500000	316.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	16	0	202.50	316.34	46.44	9.00	100	57800-57999
4	1	17	0	17	0	202.500000	323.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	17	0	202.50	323.84	46.44	9.00	100	58000-58599
4	1	17	0	18	0	202.500000	335.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	18	0	202.50	335.34	46.44	9.00	100	58600-59399
4	1	17	0	19	0	202.500000	342.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	19	0	202.50	342.84	46.44	9.00	100	59400-59499
4	1	17	0	20	0	202.500000	350.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	20	0	202.50	350.34	46.44	9.00	100	59500-59599
4	1	17	0	21	0	202.500000	357.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	21	0	202.50	357.84	46.44	9.00	100	59600-59999
4	1	17	0	22	0	202.500000	365.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	22	0	202.50	365.34	46.44	9.00	100	60000-63999
4	1	17	0	23	0	202.500000	372.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	23	0	202.50	372.84	46.44	9.00	100	64000-64999
4	1	17	0	24	0	202.500000	384.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	24	0	202.50	384.34	46.44	9.00	100	65000-65299
4	1	17	0	25	0	202.500000	391.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	25	0	202.50	391.84	46.44	9.00	100	65300-65399
4	1	17	0	26	0	202.500000	399.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	26	0	202.50	399.34	46.44	9.00	100	65400-65599
4	1	17	0	27	0	202.500000	406.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	27	0	202.50	406.84	46.44	9.00	100	65600-67699
4	1	17	0	28	0	202.500000	414.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	28	0	202.50	414.34	46.44	9.00	100	67700-67799
4	1	17	0	29	0	202.500000	421.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	29	0	202.50	421.84	46.44	9.00	100	67800-67899
4	1	17	0	30	0	202.500000	433.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	30	0	202.50	433.34	46.44	9.00	100	67900-67999
4	1	17	0	31	0	202.500000	440.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	31	0	202.50	440.84	46.44	9.00	100	68000-69299
4	1	17	0	32	0	202.500000	448.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	32	0	202.50	448.34	46.44	9.00	100	69300-69399
4	1	17	0	33	0	202.500000	455.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	33	0	202.50	455.84	46.44	9.00	100	69400-69999
4	1	17	0	34	0	202.500000	463.340000	46.440000	9.000000	-1	###LINE###
5	1	17	0	34	0	202.50	463.34	46.44	9.00	100	70000-72299
4	1	17	0	35	0	202.500000	470.840000	46.440000	9.000000	-1	###LINE###
5	1	17	0	35	0	202.50	470.84	46.44	9.00	100	72300-72599
3	1	18	0	0	0	258.500000	188.340000	10.125000	291.500000	-1	###FLOW###
4	1	18	0	0	0	258.500000	188.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	0	0	258.50	188.34	4.36	9.00	100	5
4	1	18	0	1	0	258.500000	195.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	1	0	258.50	195.84	4.36	9.00	100	4
4	1	18	0	2	0	258.500000	203.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	2	0	258.50	203.34	4.36	9.00	100	5
4	1	18	0	3	0	258.500000	210.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	3	0	258.50	210.84	4.36	9.00	100	4
4	1	18	0	4	0	258.500000	218.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	4	0	258.50	218.34	4.36	9.00	100	5
4	1	18	0	5	0	258.500000	225.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	5	0	258.50	225.84	4.36	9.00	100	4
4	1	18	0	6	0	258.500000	237.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	6	0	258.50	237.34	4.36	9.00	100	5
4	1	18	0	7	0	258.500000	244.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	7	0	258.50	244.84	4.36	9.00	100	6
4	1	18	0	8	0	258.500000	252.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	8	0	258.50	252.34	4.36	9.00	100	5
4	1	18	0	9	0	258.500000	259.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	9	0	258.50	259.84	4.36	9.00	100	6
4	1	18	0	10	0	258.500000	267.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	10	0	258.50	267.34	4.36	9.00	100	5
4	1	18	0	11	0	258.500000	274.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	11	0	258.50	274.84	4.36	9.00	100	6
4	1	18	0	12	0	258.500000	286.340000	10.125000	9.000000	-1	###LINE###
5	1	18	0	12	0	258.50	286.34	10.13	9.00	100	NA
4	1	18	0	13	0	258.500000	293.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	13	0	258.50	293.84	4.36	9.00	100	5
4	1	18	0	14	0	258.500000	301.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	14	0	258.50	301.34	4.36	9.00	100	6
4	1	18	0	15	0	258.500000	308.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	15	0	258.50	308.84	4.36	9.00	100	7
4	1	18	0	16	0	258.500000	316.340000	10.125000	9.000000	-1	###LINE###
5	1	18	0	16	0	258.50	316.34	10.13	9.00	100	NA
4	1	18	0	17	0	258.500000	323.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	17	0	258.50	323.84	4.36	9.00	100	6
4	1	18	0	18	0	258.500000	335.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	18	0	258.50	335.34	4.36	9.00	100	7
4	1	18	0	19	0	258.500000	342.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	19	0	258.50	342.84	4.36	9.00	100	8
4	1	18	0	20	0	258.500000	350.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	20	0	258.50	350.34	4.36	9.00	100	7
4	1	18	0	21	0	258.500000	357.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	21	0	258.50	357.84	4.36	9.00	100	8
4	1	18	0	22	0	258.500000	365.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	22	0	258.50	365.34	4.36	9.00	100	5
4	1	18	0	23	0	258.500000	372.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	23	0	258.50	372.84	4.36	9.00	100	6
4	1	18	0	24	0	258.500000	384.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	24	0	258.50	384.34	4.36	9.00	100	5
4	1	18	0	25	0	258.500000	391.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	25	0	258.50	391.84	4.36	9.00	100	6
4	1	18	0	26	0	258.500000	399.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	26	0	258.50	399.34	4.36	9.00	100	5
4	1	18	0	27	0	258.500000	406.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	27	0	258.50	406.84	4.36	9.00	100	6
4	1	18	0	28	0	258.500000	414.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	28	0	258.50	414.34	4.36	9.00	100	7
4	1	18	0	29	0	258.500000	421.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	29	0	258.50	421.84	4.36	9.00	100	6
4	1	18	0	30	0	258.500000	433.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	30	0	258.50	433.34	4.36	9.00	100	7
4	1	18	0	31	0	258.500000	440.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	31	0	258.50	440.84	4.36	9.00	100	6
4	1	18	0	32	0	258.500000	448.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	32	0	258.50	448.34	4.36	9.00	100	7
4	1	18	0	33	0	258.500000	455.840000	10.125000	9.000000	-1	###LINE###
5	1	18	0	33	0	258.50	455.84	10.13	9.00	100	NA
4	1	18	0	34	0	258.500000	463.340000	4.356000	9.000000	-1	###LINE###
5	1	18	0	34	0	258.50	463.34	4.36	9.00	100	6
4	1	18	0	35	0	258.500000	470.840000	4.356000	9.000000	-1	###LINE###
5	1	18	0	35	0	258.50	470.84	4.36	9.00	100	5
3	1	19	0	0	0	280.500000	188.340000	46.440000	205.000000	-1	###FLOW###
4	1	19	0	0	0	280.500000	188.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	0	0	280.50	188.34	46.44	9.00	100	72600-73299
4	1	19	0	1	0	280.500000	195.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	1	0	280.50	195.84	46.44	9.00	100	73300-73399
4	1	19	0	2	0	280.500000	203.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	2	0	280.50	203.34	46.44	9.00	100	73400-73899
4	1	19	0	3	0	280.500000	210.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	3	0	280.50	210.84	46.44	9.00	100	73900-73999
4	1	19	0	4	0	280.500000	218.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	4	0	280.50	218.34	46.44	9.00	100	74000-76499
4	1	19	0	5	0	280.500000	225.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	5	0	280.50	225.84	46.44	9.00	100	76500-76599
4	1	19	0	6	0	280.500000	237.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	6	0	280.50	237.34	46.44	9.00	100	76600-76799
4	1	19	0	7	0	280.500000	244.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	7	0	280.50	244.84	46.44	9.00	100	76800-76999
4	1	19	0	8	0	280.500000	252.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	8	0	280.50	252.34	46.44	9.00	100	77000-77899
4	1	19	0	9	0	280.500000	259.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	9	0	280.50	259.84	46.44	9.00	100	77900-79799
4	1	19	0	10	0	280.500000	267.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	10	0	280.50	267.34	46.44	9.00	100	79800-79999
4	1	19	0	11	0	280.500000	274.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	11	0	280.50	274.84	46.44	9.00	100	80000-81499
4	1	19	0	12	0	280.500000	286.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	12	0	280.50	286.34	46.44	9.00	100	81500-81599
4	1	19	0	13	0	280.500000	293.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	13	0	280.50	293.84	46.44	9.00	100	81600-82099
4	1	19	0	14	0	280.500000	301.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	14	0	280.50	301.34	46.44	9.00	100	82100-82199
4	1	19	0	15	0	280.500000	308.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	15	0	280.50	308.84	46.44	9.00	100	82200-83099
4	1	19	0	16	0	280.500000	316.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	16	0	280.50	316.34	46.44	9.00	100	83100-86599
4	1	19	0	17	0	280.500000	323.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	17	0	280.50	323.84	46.44	9.00	100	86600-86999
4	1	19	0	18	0	280.500000	335.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	18	0	280.50	335.34	46.44	9.00	100	87000-87299
4	1	19	0	19	0	280.500000	342.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	19	0	280.50	342.84	46.44	9.00	100	87300-87499
4	1	19	0	20	0	280.500000	350.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	20	0	280.50	350.34	46.44	9.00	100	87500-87799
4	1	19	0	21	0	280.500000	357.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	21	0	280.50	357.84	46.44	9.00	100	87800-88099
4	1	19	0	22	0	280.500000	365.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	22	0	280.50	365.34	46.44	9.00	100	88100-88499
4	1	19	0	23	0	280.500000	372.840000	46.440000	9.000000	-1	###LINE###
5	1	19	0	23	0	280.50	372.84	46.44	9.00	100	88500-96699
4	1	19	0	24	0	280.500000	384.340000	46.440000	9.000000	-1	###LINE###
5	1	19	0	24	0	280.50	384.34	46.44	9.00	100	97000-99499
3	1	20	0	0	0	336.500000	188.340000	10.125000	205.000000	-1	###FLOW###
4	1	20	0	0	0	336.500000	188.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	0	0	336.50	188.34	4.36	9.00	100	6
4	1	20	0	1	0	336.500000	195.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	1	0	336.50	195.84	4.36	9.00	100	7
4	1	20	0	2	0	336.500000	203.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	2	0	336.50	203.34	4.36	9.00	100	6
4	1	20	0	3	0	336.500000	210.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	3	0	336.50	210.84	4.36	9.00	100	7
4	1	20	0	4	0	336.500000	218.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	4	0	336.50	218.34	4.36	9.00	100	6
4	1	20	0	5	0	336.500000	225.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	5	0	336.50	225.84	4.36	9.00	100	7
4	1	20	0	6	0	336.500000	237.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	6	0	336.50	237.34	4.36	9.00	100	6
4	1	20	0	7	0	336.500000	244.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	7	0	336.50	244.84	4.36	9.00	100	7
4	1	20	0	8	0	336.500000	252.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	8	0	336.50	252.34	4.36	9.00	100	6
4	1	20	0	9	0	336.500000	259.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	9	0	336.50	259.84	4.36	9.00	100	7
4	1	20	0	10	0	336.500000	267.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	10	0	336.50	267.34	4.36	9.00	100	8
4	1	20	0	11	0	336.500000	274.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	11	0	336.50	274.84	4.36	9.00	100	7
4	1	20	0	12	0	336.500000	286.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	12	0	336.50	286.34	4.36	9.00	100	8
4	1	20	0	13	0	336.500000	293.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	13	0	336.50	293.84	4.36	9.00	100	7
4	1	20	0	14	0	336.500000	301.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	14	0	336.50	301.34	4.36	9.00	100	8
4	1	20	0	15	0	336.500000	308.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	15	0	336.50	308.84	4.36	9.00	100	7
4	1	20	0	16	0	336.500000	316.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	16	0	336.50	316.34	4.36	9.00	100	8
4	1	20	0	17	0	336.500000	323.840000	10.125000	9.000000	-1	###LINE###
5	1	20	0	17	0	336.50	323.84	10.13	9.00	100	NA
4	1	20	0	18	0	336.500000	335.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	18	0	336.50	335.34	4.36	9.00	100	7
4	1	20	0	19	0	336.500000	342.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	19	0	336.50	342.84	4.36	9.00	100	8
4	1	20	0	20	0	336.500000	350.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	20	0	336.50	350.34	4.36	9.00	100	7
4	1	20	0	21	0	336.500000	357.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	21	0	336.50	357.84	4.36	9.00	100	8
4	1	20	0	22	0	336.500000	365.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	22	0	336.50	365.34	4.36	9.00	100	7
4	1	20	0	23	0	336.500000	372.840000	4.356000	9.000000	-1	###LINE###
5	1	20	0	23	0	336.50	372.84	4.36	9.00	100	8
4	1	20	0	24	0	336.500000	384.340000	4.356000	9.000000	-1	###LINE###
5	1	20	0	24	0	336.50	384.34	4.36	9.00	100	8
3	1	21	0	0	0	358.482100	175.079300	42.847000	9.177000	-1	###FLOW###
4	1	21	0	0	0	358.482100	175.079300	42.847000	9.177000	-1	###LINE###
5	1	21	0	0	0	358.48	175.08	32.59	9.18	100	Destination
5	1	21	0	0	1	392.22	175.08	9.11	9.18	100	ZIP
3	1	22	0	0	0	410.485100	175.079300	13.853000	9.177000	-1	###FLOW###
4	1	22	0	0	0	410.485100	175.079300	13.853000	9.177000	-1	###LINE###
5	1	22	0	0	0	410.49	175.08	13.85	9.18	100	Zone
3	1	23	0	0	0	436.483100	175.079300	42.847000	9.177000	-1	###FLOW###
4	1	23	0	0	0	436.483100	175.079300	42.847000	9.177000	-1	###LINE###
5	1	23	0	0	0	436.48	175.08	32.59	9.18	100	Destination
5	1	23	0	0	1	470.22	175.08	9.11	9.18	100	ZIP
3	1	24	0	0	0	488.486100	175.079300	13.853000	9.177000	-1	###FLOW###
4	1	24	0	0	0	488.486100	175.079300	13.853000	9.177000	-1	###LINE###
5	1	24	0	0	0	488.49	175.08	13.85	9.18	100	Zone
3	1	25	0	0	0	514.484100	175.079300	42.847000	9.177000	-1	###FLOW###
4	1	25	0	0	0	514.484100	175.079300	42.847000	9.177000	-1	###LINE###
5	1	25	0	0	0	514.48	175.08	32.59	9.18	100	Destination
5	1	25	0	0	1	548.22	175.08	9.11	9.18	100	ZIP
3	1	26	0	0	0	566.487100	175.079300	13.853000	9.177000	-1	###FLOW###
4	1	26	0	0	0	566.487100	175.079300	13.853000	9.177000	-1	###LINE###
5	1	26	0	0	0	566.49	175.08	13.85	9.18	100	Zone
3	1	27	0	0	0	46.478100	496.220000	147.648000	15.732000	-1	###FLOW###
4	1	27	0	0	0	46.478100	496.220000	147.648000	15.732000	-1	###LINE###
5	1	27	0	0	0	46.48	496.22	35.02	15.73	100	Alaska,
5	1	27	0	0	1	83.46	496.22	34.99	15.73	100	Hawaii,
5	1	27	0	0	2	120.42	496.22	17.62	15.73	100	and
5	1	27	0	0	3	140.01	496.22	31.94	15.73	100	Puerto
5	1	27	0	0	4	173.92	496.22	20.21	15.73	100	Rico
3	1	28	0	0	0	42.001400	719.565496	2.257376	6.114504	-1	###FLOW###
4	1	28	0	0	0	42.001400	719.565496	2.257376	6.114504	-1	###LINE###
5	1	28	0	0	0	42.00	719.57	2.26	6.11	100	1
3	1	29	0	0	0	46.478100	514.284000	43.454900	10.488000	-1	###FLOW###
4	1	29	0	0	0	46.478100	514.284000	43.454900	10.488000	-1	###LINE###
5	1	29	0	0	0	46.48	514.28	4.86	10.49	100	D
5	1	29	0	0	1	51.34	515.32	28.34	9.18	100	estination
5	1	29	0	0	2	80.83	515.32	9.11	9.18	100	ZIP
3	1	30	0	0	0	127.474000	515.320000	21.973000	25.179000	-1	###FLOW###
4	1	30	0	0	0	127.481000	515.320000	16.996000	9.177000	-1	###LINE###
